               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 155,            0.039664,           0.0063191,           0.0036239,             0.87842,             0.94574,             0.96787,             0.53559,            0.037661,           0.0060781,           0.0025308,           0.0061885,           0.0061885,           0.0061885
                 156,            0.036999,           0.0056798,           0.0038623,             0.85934,             0.89731,             0.93937,             0.53585,            0.035791,           0.0060753,           0.0025002,           0.0061637,           0.0061637,           0.0061637
                 157,            0.031859,           0.0063526,           0.0032289,               0.895,             0.92787,             0.96339,             0.55377,            0.033965,           0.0062031,           0.0025245,            0.006139,            0.006139,            0.006139
                 158,            0.033069,           0.0063959,           0.0035137,             0.93737,             0.89334,             0.96873,             0.52815,            0.038418,           0.0060375,           0.0025901,           0.0061142,           0.0061142,           0.0061142
                 159,            0.041449,           0.0065197,           0.0033451,             0.94307,             0.89673,             0.95727,             0.51312,            0.034431,           0.0060943,           0.0026436,           0.0060895,           0.0060895,           0.0060895
                 160,            0.033895,           0.0058461,            0.004145,               0.917,             0.90063,             0.94432,             0.49348,            0.035631,           0.0060566,           0.0026559,           0.0060647,           0.0060647,           0.0060647
                 161,            0.031591,           0.0052294,           0.0029282,             0.82952,             0.95426,             0.90402,             0.46297,            0.040114,           0.0060725,           0.0026233,             0.00604,             0.00604,             0.00604
                 162,            0.035915,           0.0058641,           0.0030469,             0.79642,             0.88929,             0.85645,             0.43665,            0.038041,           0.0060514,           0.0026074,           0.0060152,           0.0060152,           0.0060152
                 163,            0.036025,           0.0056553,           0.0036751,             0.81165,             0.89181,             0.84243,             0.47873,            0.038117,           0.0059672,           0.0026117,           0.0059905,           0.0059905,           0.0059905
                 164,            0.035686,           0.0054806,           0.0035165,             0.82881,             0.92746,             0.89329,             0.49459,            0.038948,           0.0059867,           0.0026425,           0.0059658,           0.0059658,           0.0059658
                 165,            0.041145,           0.0063818,           0.0040346,             0.83851,             0.94137,              0.9061,             0.48131,            0.036156,           0.0059701,           0.0026371,            0.005941,            0.005941,            0.005941
                 166,            0.033072,           0.0061199,           0.0028052,             0.85376,             0.93555,             0.90516,             0.44365,            0.036583,           0.0058586,           0.0026281,           0.0059163,           0.0059163,           0.0059163
                 167,            0.030944,           0.0055352,           0.0031663,              0.8423,             0.97342,             0.90956,             0.49925,            0.035713,           0.0058243,           0.0026168,           0.0058915,           0.0058915,           0.0058915
                 168,            0.035993,            0.005956,            0.003106,             0.76154,             0.96982,             0.92347,             0.45424,            0.035174,           0.0059085,           0.0026049,           0.0058668,           0.0058668,           0.0058668
                 169,            0.033803,           0.0060272,           0.0038073,             0.92067,             0.98214,             0.97447,             0.53671,            0.032448,           0.0058741,           0.0025532,            0.005842,            0.005842,            0.005842
                 170,            0.035893,           0.0064018,           0.0033475,             0.93119,             0.94048,             0.95134,             0.55164,            0.032278,           0.0058674,           0.0024757,           0.0058173,           0.0058173,           0.0058173
                 171,            0.033728,           0.0049081,            0.002822,             0.96542,             0.98214,             0.98008,              0.5746,            0.029967,           0.0058071,           0.0024091,           0.0057925,           0.0057925,           0.0057925
                 172,            0.035247,           0.0055091,           0.0051403,             0.98392,             0.97694,             0.98567,             0.57987,            0.030092,           0.0057315,           0.0022791,           0.0057678,           0.0057678,           0.0057678
                 173,            0.034454,           0.0054512,           0.0030245,             0.97404,              0.9642,             0.98047,             0.54886,            0.032801,           0.0056034,           0.0021093,            0.005743,            0.005743,            0.005743
                 174,            0.040025,           0.0065081,           0.0039689,             0.98399,             0.97262,              0.9845,             0.56535,             0.03311,           0.0056255,           0.0020755,           0.0057183,           0.0057183,           0.0057183
                 175,            0.029834,           0.0054457,           0.0026813,             0.94935,             0.95194,             0.95073,             0.48233,             0.03258,           0.0056941,           0.0020307,           0.0056935,           0.0056935,           0.0056935
                 176,            0.033153,            0.005627,            0.003622,             0.95689,             0.94856,              0.9665,             0.49648,            0.033693,           0.0056423,           0.0019843,           0.0056688,           0.0056688,           0.0056688
                 177,             0.03659,           0.0060059,           0.0032045,             0.94923,             0.94048,             0.97028,             0.55123,            0.033488,           0.0055859,           0.0019905,            0.005644,            0.005644,            0.005644
                 178,            0.029584,           0.0044794,           0.0024124,             0.91794,               0.932,             0.96662,             0.53377,            0.034022,           0.0056359,           0.0020265,           0.0056193,           0.0056193,           0.0056193
                 179,            0.038522,           0.0066921,           0.0041958,             0.94399,             0.93307,             0.98306,             0.55662,            0.033382,           0.0056335,           0.0020648,           0.0055945,           0.0055945,           0.0055945
                 180,              0.0308,           0.0050456,           0.0026095,             0.93387,             0.92301,             0.97942,             0.44648,            0.037164,           0.0056496,           0.0021357,           0.0055698,           0.0055698,           0.0055698
                 181,            0.033016,           0.0047405,            0.002947,             0.98079,             0.92458,             0.98585,              0.5513,            0.036471,           0.0054491,           0.0021551,            0.005545,            0.005545,            0.005545
                 182,            0.036867,           0.0058346,           0.0037147,             0.97473,             0.91956,              0.9852,             0.56633,            0.034659,           0.0054605,            0.002192,           0.0055202,           0.0055202,           0.0055202
                 183,            0.027602,           0.0050249,           0.0021583,             0.96678,             0.95464,             0.98715,             0.57894,            0.034355,           0.0053999,           0.0022764,           0.0054955,           0.0054955,           0.0054955
                 184,            0.030594,           0.0051247,           0.0029712,             0.93261,             0.93891,             0.96681,             0.57121,            0.034402,           0.0053842,           0.0022813,           0.0054707,           0.0054707,           0.0054707
                 185,            0.034173,           0.0051531,           0.0030406,             0.96359,              0.9364,             0.98305,             0.57442,            0.033511,           0.0053961,           0.0022627,            0.005446,            0.005446,            0.005446
                 186,            0.032375,           0.0051571,           0.0029133,             0.95752,             0.93041,             0.98016,             0.54772,            0.034232,           0.0054536,           0.0022523,           0.0054212,           0.0054212,           0.0054212
                 187,            0.032526,           0.0057613,           0.0035251,             0.96147,             0.92519,             0.98173,             0.48753,            0.032304,           0.0055176,           0.0022261,           0.0053965,           0.0053965,           0.0053965
                 188,            0.029248,           0.0049676,           0.0034129,             0.96553,             0.92621,             0.97995,             0.56426,            0.030188,           0.0054566,           0.0021979,           0.0053717,           0.0053717,           0.0053717
                 189,            0.031439,           0.0049644,           0.0023923,             0.94819,             0.91693,             0.96353,              0.4938,            0.034415,           0.0054574,           0.0021475,            0.005347,            0.005347,            0.005347
                 190,             0.03286,           0.0053486,           0.0025502,             0.94921,             0.88347,             0.96144,             0.56423,            0.032153,           0.0054708,             0.00213,           0.0053223,           0.0053223,           0.0053223
                 191,            0.031903,           0.0052252,           0.0048275,             0.92427,             0.93304,              0.9629,             0.55995,            0.032039,           0.0054321,           0.0020508,           0.0052975,           0.0052975,           0.0052975
                 192,            0.028803,           0.0057496,           0.0025271,             0.90363,             0.92176,             0.94124,             0.54391,            0.033037,           0.0053997,           0.0019972,           0.0052727,           0.0052727,           0.0052727
                 193,            0.031448,           0.0057299,           0.0031387,             0.90783,             0.94345,             0.97575,             0.46757,            0.034659,            0.005465,           0.0018972,            0.005248,            0.005248,            0.005248
                 194,            0.033274,           0.0055335,           0.0025544,             0.93085,             0.94404,             0.97848,             0.51852,            0.035452,           0.0053874,            0.001872,           0.0052233,           0.0052233,           0.0052233
                 195,             0.03209,           0.0051307,           0.0025673,             0.94153,             0.94345,             0.98091,             0.53288,            0.034059,           0.0053692,             0.00187,           0.0051985,           0.0051985,           0.0051985
                 196,            0.031962,           0.0052474,           0.0025143,             0.95777,             0.93939,             0.98027,             0.50788,            0.032828,           0.0054618,           0.0018967,           0.0051737,           0.0051737,           0.0051737
                 197,            0.030894,           0.0051167,           0.0025798,             0.96928,              0.9395,              0.9833,             0.56044,            0.030489,           0.0054936,           0.0019332,            0.005149,            0.005149,            0.005149
                 198,            0.031739,           0.0053617,           0.0034297,             0.97066,             0.93278,             0.98252,             0.55919,            0.030186,           0.0054839,           0.0019328,           0.0051243,           0.0051243,           0.0051243
                 199,            0.032812,           0.0062173,           0.0027146,             0.96616,             0.96464,              0.9817,             0.55855,            0.030003,            0.005463,           0.0019419,           0.0050995,           0.0050995,           0.0050995
                 200,            0.030873,           0.0051238,           0.0024583,             0.96223,             0.96134,             0.98235,             0.54892,            0.032342,           0.0054132,            0.001894,           0.0050747,           0.0050747,           0.0050747
                 201,            0.034114,           0.0055456,            0.002769,             0.96607,             0.96354,             0.98347,             0.54228,            0.031984,           0.0053912,           0.0018092,             0.00505,             0.00505,             0.00505
                 202,            0.035336,            0.005885,            0.003316,             0.96009,             0.96599,             0.98617,             0.55781,             0.03218,           0.0053881,            0.001762,           0.0050253,           0.0050253,           0.0050253
                 203,            0.030819,           0.0050687,           0.0025121,             0.95094,             0.95864,             0.98359,             0.55707,            0.032226,            0.005422,           0.0017465,           0.0050005,           0.0050005,           0.0050005
                 204,            0.028815,           0.0054962,           0.0024523,             0.96571,             0.96601,             0.98453,             0.56863,            0.031081,           0.0054106,            0.001732,           0.0049758,           0.0049758,           0.0049758
                 205,            0.030127,           0.0057859,           0.0031413,             0.94224,             0.96619,             0.97014,             0.56409,            0.029405,           0.0053848,           0.0017688,            0.004951,            0.004951,            0.004951
                 206,            0.032661,           0.0045961,           0.0030651,             0.93762,             0.96396,             0.97056,             0.54379,            0.029983,           0.0054422,           0.0017164,           0.0049263,           0.0049263,           0.0049263
                 207,            0.033323,           0.0055651,           0.0025772,             0.94537,             0.94155,             0.96746,             0.58204,            0.029384,           0.0053991,           0.0016293,           0.0049015,           0.0049015,           0.0049015
                 208,            0.027309,           0.0039301,           0.0019718,             0.91221,             0.96156,             0.96301,             0.57159,            0.030495,           0.0054618,           0.0015744,           0.0048768,           0.0048768,           0.0048768
                 209,            0.036722,           0.0050628,           0.0021587,             0.94344,              0.9624,             0.98153,             0.57943,            0.031161,           0.0053393,           0.0015314,            0.004852,            0.004852,            0.004852
                 210,            0.032946,           0.0050949,           0.0027057,             0.94435,             0.96636,             0.98017,             0.54462,            0.032997,           0.0053212,           0.0015475,           0.0048272,           0.0048272,           0.0048272
                 211,            0.031105,           0.0051572,           0.0023231,             0.93153,               0.963,             0.98008,             0.57128,            0.034105,           0.0052068,           0.0015502,           0.0048025,           0.0048025,           0.0048025
                 212,             0.03467,           0.0050326,           0.0029442,             0.94259,             0.95506,             0.98368,             0.52164,            0.037674,           0.0051505,           0.0015866,           0.0047778,           0.0047778,           0.0047778
                 213,            0.031102,           0.0047895,           0.0022419,             0.94979,             0.95686,             0.98493,               0.582,            0.035139,           0.0051355,            0.001571,            0.004753,            0.004753,            0.004753
                 214,            0.035674,           0.0055294,           0.0024899,             0.93489,             0.95067,             0.96636,             0.56929,            0.033461,           0.0051631,           0.0015607,           0.0047283,           0.0047283,           0.0047283
                 215,            0.034584,           0.0052679,           0.0029082,             0.92832,             0.93917,             0.96473,             0.57693,            0.032178,           0.0051773,           0.0015603,           0.0047035,           0.0047035,           0.0047035
                 216,            0.030618,           0.0052005,            0.003045,             0.95013,             0.95129,             0.97935,             0.58399,            0.032084,           0.0051398,           0.0015571,           0.0046788,           0.0046788,           0.0046788
                 217,            0.037335,           0.0053106,            0.002836,             0.95142,             0.95477,               0.985,             0.57838,            0.032088,           0.0051713,           0.0015581,            0.004654,            0.004654,            0.004654
                 218,            0.029036,           0.0054612,           0.0017644,             0.94878,             0.95871,             0.96916,             0.56211,            0.031358,           0.0051676,           0.0015656,           0.0046293,           0.0046293,           0.0046293
                 219,            0.029068,           0.0054543,           0.0023696,             0.94119,             0.95978,             0.96685,             0.57369,            0.030252,           0.0051826,           0.0015659,           0.0046045,           0.0046045,           0.0046045
                 220,            0.028847,           0.0051171,            0.002012,              0.9272,             0.96591,             0.96656,             0.60003,            0.029385,           0.0051861,           0.0015631,           0.0045798,           0.0045798,           0.0045798
                 221,            0.030339,           0.0054606,           0.0023211,             0.87754,             0.94865,             0.94046,             0.48572,            0.032419,           0.0052162,           0.0015936,            0.004555,            0.004555,            0.004555
                 222,            0.031236,           0.0049691,           0.0021313,             0.95411,             0.95753,             0.97231,             0.53471,             0.03071,           0.0052344,           0.0015956,           0.0045303,           0.0045303,           0.0045303
                 223,            0.033188,           0.0054211,           0.0025501,             0.94581,               0.957,             0.98295,             0.58581,            0.031257,           0.0051181,           0.0016164,           0.0045055,           0.0045055,           0.0045055
                 224,            0.032057,           0.0063721,           0.0026487,             0.94261,             0.95832,             0.97893,             0.58457,            0.030885,           0.0050909,           0.0016152,           0.0044808,           0.0044808,           0.0044808
                 225,            0.030002,           0.0051738,           0.0028214,             0.93509,             0.97173,             0.97233,             0.58754,            0.029293,           0.0050719,           0.0016143,            0.004456,            0.004456,            0.004456
                 226,             0.02816,           0.0051152,             0.00211,             0.93534,             0.96789,             0.97175,             0.56146,            0.027864,           0.0050909,           0.0016204,           0.0044313,           0.0044313,           0.0044313
                 227,            0.028696,           0.0049901,           0.0018733,             0.92676,              0.9579,             0.95871,             0.57539,            0.028371,           0.0050443,           0.0016168,           0.0044065,           0.0044065,           0.0044065
                 228,            0.025046,           0.0043627,            0.001957,             0.94992,             0.93583,             0.95872,             0.57777,            0.030172,           0.0049829,           0.0016089,           0.0043818,           0.0043818,           0.0043818
                 229,            0.030032,           0.0049769,            0.002692,             0.94609,             0.96096,             0.97179,             0.58216,            0.030163,           0.0049716,            0.001615,            0.004357,            0.004357,            0.004357
                 230,            0.027393,           0.0051736,            0.002157,             0.95592,             0.97512,             0.98579,             0.57641,            0.029666,           0.0049326,           0.0016276,           0.0043323,           0.0043323,           0.0043323
                 231,            0.027607,           0.0044641,           0.0022058,             0.94036,              0.9357,              0.9629,             0.55046,            0.031179,            0.004918,           0.0016768,           0.0043075,           0.0043075,           0.0043075
                 232,            0.029286,           0.0046353,           0.0021487,             0.93942,              0.9304,             0.96335,             0.58012,            0.029148,           0.0049223,           0.0016965,           0.0042828,           0.0042828,           0.0042828
                 233,            0.026204,            0.004736,           0.0023716,             0.95434,             0.92386,             0.96192,             0.56729,            0.028668,           0.0049479,           0.0016958,            0.004258,            0.004258,            0.004258
                 234,            0.027619,           0.0048769,           0.0018983,             0.97135,             0.96417,              0.9881,             0.60711,             0.02853,           0.0048823,           0.0017323,           0.0042333,           0.0042333,           0.0042333
                 235,            0.028753,           0.0042892,           0.0025942,             0.97643,             0.97763,             0.98873,              0.5798,            0.031536,           0.0048483,           0.0017443,           0.0042085,           0.0042085,           0.0042085
                 236,            0.031561,           0.0046713,           0.0025758,             0.97876,             0.97753,             0.98775,             0.61796,            0.030117,           0.0048145,           0.0017849,           0.0041837,           0.0041837,           0.0041837
                 237,            0.027076,           0.0050341,           0.0022298,             0.96677,             0.96508,             0.97333,             0.55371,            0.032044,           0.0048019,           0.0018051,            0.004159,            0.004159,            0.004159
                 238,            0.031912,           0.0045002,           0.0027719,             0.96766,             0.98214,             0.98894,             0.58615,            0.030307,           0.0048051,           0.0017842,           0.0041342,           0.0041342,           0.0041342
                 239,            0.027767,           0.0047513,            0.002355,             0.96545,             0.97833,             0.99086,             0.61839,            0.027666,           0.0048278,           0.0017888,           0.0041095,           0.0041095,           0.0041095
                 240,            0.025767,           0.0051948,           0.0022857,             0.96003,             0.97498,             0.99026,             0.60254,            0.028267,           0.0048025,           0.0017602,           0.0040847,           0.0040847,           0.0040847
                 241,            0.032063,           0.0050757,           0.0029006,             0.96188,             0.96777,             0.99043,               0.613,            0.029639,           0.0047424,           0.0017616,             0.00406,             0.00406,             0.00406
                 242,            0.029397,           0.0049728,           0.0023353,             0.96717,             0.96498,             0.99043,             0.61529,            0.029737,           0.0047246,           0.0017518,           0.0040352,           0.0040352,           0.0040352
                 243,            0.033295,           0.0055444,           0.0027087,             0.95793,             0.94623,             0.96989,             0.57631,            0.029347,           0.0047436,           0.0017176,           0.0040105,           0.0040105,           0.0040105
                 244,            0.027926,           0.0042122,           0.0018532,              0.9603,             0.95038,             0.97131,             0.59713,            0.027796,           0.0047776,           0.0016933,           0.0039857,           0.0039857,           0.0039857
                 245,            0.027327,           0.0046452,           0.0021258,             0.95867,             0.94491,             0.96995,             0.59088,            0.028075,           0.0048021,           0.0016872,            0.003961,            0.003961,            0.003961
                 246,            0.027778,           0.0040392,           0.0021702,             0.96429,             0.95117,             0.98676,             0.58832,            0.028494,           0.0048507,           0.0016877,           0.0039362,           0.0039362,           0.0039362
                 247,            0.030992,           0.0043135,           0.0026069,             0.93257,             0.96443,             0.96794,              0.5587,            0.029072,           0.0049064,           0.0016491,           0.0039115,           0.0039115,           0.0039115
                 248,            0.028291,            0.005204,           0.0022275,             0.93961,             0.97811,             0.98616,             0.62752,            0.028362,           0.0048658,           0.0016163,           0.0038867,           0.0038867,           0.0038867
                 249,            0.026927,           0.0049433,           0.0020789,             0.93766,             0.97578,              0.9855,             0.60286,            0.027716,           0.0048659,           0.0015947,            0.003862,            0.003862,            0.003862
                 250,             0.02495,           0.0038332,           0.0016946,             0.93681,             0.95971,             0.98641,             0.60524,            0.028516,           0.0048768,           0.0015842,           0.0038372,           0.0038372,           0.0038372
                 251,            0.027849,           0.0048963,           0.0018804,             0.93263,             0.95815,             0.98641,             0.59991,            0.028347,           0.0048593,            0.001598,           0.0038125,           0.0038125,           0.0038125
                 252,            0.027135,           0.0048636,           0.0020646,             0.93939,              0.9653,             0.98659,               0.605,            0.027471,           0.0048227,           0.0016017,           0.0037878,           0.0037878,           0.0037878
                 253,            0.027109,           0.0049527,            0.002661,             0.95026,             0.96905,              0.9881,             0.62384,            0.026387,           0.0047864,           0.0015277,            0.003763,            0.003763,            0.003763
                 254,            0.026777,           0.0051485,           0.0023163,             0.95391,             0.97133,             0.98605,             0.55308,            0.027062,           0.0048292,           0.0015076,           0.0037383,           0.0037383,           0.0037383
                 255,            0.026068,           0.0048775,           0.0021715,             0.95527,             0.97069,             0.98557,             0.61447,            0.026284,           0.0048059,            0.001499,           0.0037135,           0.0037135,           0.0037135
                 256,            0.028014,           0.0049941,           0.0023682,             0.95738,             0.97096,             0.98326,             0.60593,            0.027342,           0.0048036,           0.0014689,           0.0036888,           0.0036888,           0.0036888
                 257,            0.029717,           0.0050332,           0.0023361,             0.96114,             0.96691,             0.97965,             0.55334,             0.02827,           0.0048667,           0.0014461,            0.003664,            0.003664,            0.003664
                 258,            0.027422,           0.0041773,            0.001969,             0.95998,             0.96046,              0.9807,              0.6003,            0.026963,            0.004808,           0.0014326,           0.0036393,           0.0036393,           0.0036393
                 259,            0.029901,           0.0047596,           0.0021086,             0.95901,             0.95938,             0.98326,             0.57986,            0.027867,           0.0047979,            0.001428,           0.0036145,           0.0036145,           0.0036145
                 260,            0.029527,           0.0048251,           0.0021712,             0.95839,              0.9593,             0.98361,             0.52889,            0.028684,           0.0048079,           0.0014443,           0.0035898,           0.0035898,           0.0035898
                 261,            0.028922,           0.0048465,           0.0018632,             0.95781,             0.95881,              0.9856,             0.60741,            0.027121,           0.0047802,           0.0014731,            0.003565,            0.003565,            0.003565
                 262,            0.027338,           0.0046043,           0.0020051,             0.95734,             0.96015,             0.98736,             0.61783,            0.027138,           0.0047717,            0.001494,           0.0035403,           0.0035403,           0.0035403
                 263,            0.030142,           0.0050542,           0.0024842,             0.95342,             0.96807,             0.98736,             0.57558,            0.028034,           0.0048132,           0.0015135,           0.0035155,           0.0035155,           0.0035155
                 264,            0.028651,           0.0047437,           0.0018762,             0.95874,              0.9472,             0.97296,             0.57363,            0.027246,            0.004816,           0.0015006,           0.0034908,           0.0034908,           0.0034908
                 265,            0.025276,           0.0050521,           0.0020135,             0.95794,             0.94878,             0.97325,             0.57165,            0.028058,           0.0047757,            0.001481,            0.003466,            0.003466,            0.003466
                 266,            0.026451,           0.0048609,            0.002128,             0.97678,             0.94304,             0.98997,             0.61947,            0.027564,           0.0046464,           0.0014778,           0.0034413,           0.0034413,           0.0034413
                 267,            0.023772,           0.0043776,           0.0015422,             0.98744,             0.94183,             0.98997,             0.59623,            0.028883,            0.004652,           0.0014762,           0.0034165,           0.0034165,           0.0034165
                 268,            0.027754,           0.0048214,           0.0024066,             0.98214,             0.95883,             0.98876,             0.63668,            0.028041,           0.0045739,           0.0014593,           0.0033918,           0.0033918,           0.0033918
                 269,            0.026419,           0.0044247,           0.0019763,             0.98399,             0.95793,             0.98876,             0.60795,            0.028525,           0.0045788,           0.0014117,            0.003367,            0.003367,            0.003367
                 270,             0.02818,           0.0045804,           0.0016358,             0.98333,             0.95981,             0.98812,              0.6276,            0.027595,           0.0045617,           0.0013992,           0.0033423,           0.0033423,           0.0033423
                 271,            0.026059,            0.005677,           0.0017726,             0.98732,             0.95435,             0.98948,              0.6372,            0.025817,           0.0046035,           0.0013791,           0.0033175,           0.0033175,           0.0033175
                 272,            0.029305,           0.0049425,           0.0020514,             0.98605,             0.95234,             0.99028,             0.63948,             0.02582,           0.0045954,           0.0013765,           0.0032928,           0.0032928,           0.0032928
                 273,            0.028551,           0.0049745,           0.0021027,             0.97464,              0.9508,             0.99028,             0.61113,            0.027096,           0.0045803,           0.0013299,            0.003268,            0.003268,            0.003268
                 274,            0.031145,           0.0049114,           0.0022421,             0.97567,             0.95117,             0.98948,             0.61646,            0.026046,           0.0045871,           0.0013244,           0.0032433,           0.0032433,           0.0032433
                 275,            0.025448,           0.0046399,           0.0014876,             0.97597,             0.95249,             0.98948,             0.61887,            0.027324,           0.0045869,           0.0013244,           0.0032185,           0.0032185,           0.0032185
                 276,            0.026815,           0.0048266,           0.0019991,             0.97062,             0.97581,             0.99078,             0.62406,            0.026765,           0.0045858,           0.0012895,           0.0031938,           0.0031938,           0.0031938
                 277,            0.025544,           0.0038828,           0.0015901,             0.97055,             0.97777,             0.99078,             0.64538,            0.025577,           0.0045978,           0.0012736,            0.003169,            0.003169,            0.003169
                 278,            0.030364,           0.0046102,           0.0023477,             0.96966,             0.97803,             0.99078,             0.64287,            0.025612,           0.0045868,           0.0012549,           0.0031443,           0.0031443,           0.0031443
                 279,            0.025331,           0.0041995,           0.0017237,             0.96763,             0.97896,             0.98861,             0.64923,            0.025792,           0.0045546,           0.0012301,           0.0031195,           0.0031195,           0.0031195
                 280,            0.030964,           0.0046858,           0.0027297,             0.96296,             0.96738,             0.98926,              0.6168,            0.025391,           0.0045921,           0.0012311,           0.0030948,           0.0030948,           0.0030948
                 281,            0.027658,           0.0043883,           0.0021356,             0.97403,             0.94959,             0.98886,             0.64734,            0.025039,           0.0045612,           0.0012317,             0.00307,             0.00307,             0.00307
                 282,            0.025539,           0.0042808,           0.0019722,              0.9953,             0.93967,             0.98812,             0.63753,            0.026922,            0.004537,           0.0012328,           0.0030452,           0.0030452,           0.0030452
                 283,             0.02731,           0.0050307,           0.0016803,             0.98996,             0.94379,             0.98861,             0.64647,             0.02626,           0.0045541,           0.0012386,           0.0030205,           0.0030205,           0.0030205
                 284,            0.024914,           0.0041037,            0.001816,             0.96126,             0.96852,             0.98915,             0.65141,            0.025662,           0.0045532,           0.0012429,           0.0029957,           0.0029957,           0.0029957
                 285,            0.030733,           0.0054179,           0.0023336,             0.96019,             0.96998,             0.98856,             0.64087,            0.025176,           0.0045544,           0.0012559,            0.002971,            0.002971,            0.002971
                 286,            0.025971,           0.0047035,            0.001815,             0.95643,             0.97231,             0.98856,             0.63609,             0.02513,           0.0046009,           0.0012652,           0.0029462,           0.0029462,           0.0029462
                 287,             0.02364,           0.0044363,            0.001954,             0.97578,             0.94842,             0.97806,             0.62368,            0.025474,            0.004605,           0.0012776,           0.0029215,           0.0029215,           0.0029215
                 288,            0.026525,           0.0046677,           0.0020247,             0.96264,              0.9388,             0.97369,             0.61757,            0.025538,           0.0045946,           0.0012869,           0.0028967,           0.0028967,           0.0028967
                 289,            0.025383,           0.0044303,           0.0017982,             0.93787,             0.95323,             0.98247,             0.62393,            0.025523,           0.0045645,           0.0013006,            0.002872,            0.002872,            0.002872
                 290,            0.022705,           0.0044048,           0.0021998,             0.94226,             0.95593,             0.98467,             0.63982,            0.024835,            0.004517,           0.0013117,           0.0028472,           0.0028472,           0.0028472
                 291,            0.023861,           0.0045835,           0.0018957,             0.96169,             0.95564,             0.98715,             0.65313,            0.024297,           0.0045035,           0.0012982,           0.0028225,           0.0028225,           0.0028225
                 292,            0.026127,           0.0044395,           0.0021101,             0.96983,              0.9674,             0.98796,             0.63129,            0.023681,           0.0045223,           0.0012789,           0.0027977,           0.0027977,           0.0027977
                 293,            0.021904,           0.0041203,           0.0012845,             0.97273,             0.96339,             0.97871,             0.63264,            0.025016,           0.0044849,           0.0012513,            0.002773,            0.002773,            0.002773
                 294,            0.029418,           0.0045564,           0.0016398,             0.97449,             0.95821,              0.9787,             0.60615,            0.025155,           0.0044958,           0.0012301,           0.0027482,           0.0027482,           0.0027482
                 295,            0.024789,           0.0045761,           0.0020178,             0.97507,             0.94881,             0.97835,             0.60294,            0.025504,           0.0044701,           0.0011721,           0.0027235,           0.0027235,           0.0027235
                 296,            0.022924,           0.0036707,           0.0020651,             0.97839,             0.94881,              0.9783,             0.60887,            0.024563,           0.0044745,           0.0011447,           0.0026987,           0.0026987,           0.0026987
                 297,            0.026301,           0.0045588,           0.0014008,             0.97731,             0.94636,             0.97861,             0.61498,            0.025033,           0.0044703,            0.001118,            0.002674,            0.002674,            0.002674
                 298,            0.028682,           0.0046704,           0.0020634,             0.97501,              0.9417,             0.97879,             0.63065,             0.02538,           0.0044486,           0.0011194,           0.0026492,           0.0026492,           0.0026492
                 299,            0.025982,           0.0042906,           0.0014552,             0.97597,             0.94541,             0.98832,             0.62618,            0.024292,           0.0044837,           0.0011237,           0.0026245,           0.0026245,           0.0026245
                 300,            0.025094,           0.0043297,           0.0018231,             0.97995,             0.94709,             0.97762,             0.61262,            0.025133,           0.0044577,            0.001115,           0.0025997,           0.0025997,           0.0025997
                 301,            0.028224,           0.0049271,           0.0019252,             0.98239,             0.96131,             0.98721,             0.62052,            0.025361,           0.0044459,           0.0010973,            0.002575,            0.002575,            0.002575
                 302,            0.022302,           0.0043823,           0.0011394,             0.98199,             0.96232,             0.98833,             0.64774,            0.024157,           0.0044189,           0.0010886,           0.0025503,           0.0025503,           0.0025503
                 303,            0.024527,           0.0041157,           0.0014969,             0.98049,             0.96201,             0.98873,              0.6374,            0.023235,           0.0044588,           0.0010743,           0.0025255,           0.0025255,           0.0025255
                 304,            0.027739,           0.0048492,           0.0013875,             0.98065,             0.96296,             0.98933,             0.65102,            0.022793,           0.0044426,           0.0010681,           0.0025008,           0.0025008,           0.0025008
                 305,            0.024549,           0.0044515,            0.001878,             0.97939,             0.96395,             0.98992,             0.65249,            0.022751,           0.0044351,            0.001082,            0.002476,            0.002476,            0.002476
                 306,            0.025371,           0.0042943,           0.0013371,              0.9793,             0.96442,             0.98992,             0.63091,            0.023709,           0.0044289,           0.0010642,           0.0024513,           0.0024513,           0.0024513
                 307,            0.023857,           0.0043856,           0.0015488,             0.97977,             0.96379,             0.98992,             0.63043,             0.02501,           0.0044045,           0.0010625,           0.0024265,           0.0024265,           0.0024265
                 308,            0.025454,           0.0045136,           0.0018491,             0.97795,             0.96431,             0.98992,             0.66094,            0.025685,           0.0043126,           0.0010874,           0.0024018,           0.0024018,           0.0024018
                 309,            0.026684,            0.004499,           0.0017677,             0.97551,             0.96521,             0.98952,             0.63699,            0.026187,            0.004319,           0.0011039,            0.002377,            0.002377,            0.002377
                 310,            0.023888,              0.0041,           0.0015311,             0.97341,             0.96614,             0.98952,             0.64897,            0.027526,           0.0042986,            0.001106,           0.0023523,           0.0023523,           0.0023523
                 311,            0.028183,            0.004252,           0.0021261,             0.97329,             0.96643,             0.98973,             0.64706,            0.026814,           0.0042777,           0.0011144,           0.0023275,           0.0023275,           0.0023275
                 312,            0.022365,           0.0043484,           0.0012809,             0.97352,             0.96635,             0.99122,             0.66685,            0.024708,           0.0043244,           0.0011128,           0.0023028,           0.0023028,           0.0023028
