               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 313,            0.027081,           0.0047856,           0.0018644,              0.9739,             0.96521,             0.99103,             0.65322,            0.024632,           0.0043531,           0.0011105,            0.002278,            0.002278,            0.002278
                 314,            0.024441,           0.0043767,           0.0015452,             0.96984,             0.96497,             0.99103,             0.66927,            0.023709,           0.0043738,           0.0010936,           0.0022533,           0.0022533,           0.0022533
                 315,            0.024787,            0.004073,           0.0017631,             0.96667,             0.96508,             0.99103,             0.65779,            0.024824,           0.0043747,            0.001091,           0.0022285,           0.0022285,           0.0022285
                 316,             0.02878,           0.0042122,           0.0012221,             0.96608,             0.96484,             0.99103,             0.67777,            0.024754,            0.004356,           0.0010826,           0.0022038,           0.0022038,           0.0022038
                 317,            0.029505,            0.004683,           0.0019525,             0.97002,             0.96413,             0.99013,              0.6498,            0.023666,           0.0043679,           0.0010906,            0.002179,            0.002179,            0.002179
                 318,            0.021093,           0.0046115,           0.0019927,             0.97162,             0.96363,             0.99013,             0.68143,             0.02231,            0.004378,           0.0010892,           0.0021543,           0.0021543,           0.0021543
                 319,            0.022733,           0.0040293,            0.001232,             0.97232,             0.96348,             0.99013,             0.65827,            0.022688,           0.0044018,           0.0010779,           0.0021295,           0.0021295,           0.0021295
                 320,            0.024848,             0.00453,           0.0013784,             0.97213,              0.9631,             0.99013,             0.64722,            0.023475,           0.0044099,           0.0010679,           0.0021048,           0.0021048,           0.0021048
                 321,            0.026407,           0.0045602,           0.0012661,             0.97299,             0.96296,             0.99072,             0.65717,            0.023943,           0.0043801,           0.0010403,             0.00208,             0.00208,             0.00208
                 322,            0.026918,            0.004081,           0.0012815,              0.9735,             0.96357,             0.99072,             0.66033,            0.025027,           0.0043617,           0.0010294,           0.0020553,           0.0020553,           0.0020553
                 323,            0.025592,           0.0039384,           0.0013852,             0.97365,             0.96363,             0.99072,             0.65924,            0.025455,           0.0043437,           0.0010329,           0.0020305,           0.0020305,           0.0020305
                 324,            0.023423,           0.0043778,           0.0015692,             0.97517,             0.96382,             0.99072,              0.6778,            0.024555,           0.0042741,           0.0010424,           0.0020058,           0.0020058,           0.0020058
                 325,            0.023133,           0.0042639,            0.001651,             0.97453,             0.96256,             0.99072,             0.67047,            0.024463,            0.004279,           0.0010474,            0.001981,            0.001981,            0.001981
                 326,            0.023401,            0.004216,           0.0014593,             0.97472,             0.96384,             0.98992,             0.67186,            0.023843,           0.0042722,           0.0010519,           0.0019563,           0.0019563,           0.0019563
                 327,            0.023242,           0.0044376,           0.0025087,             0.97527,             0.96476,             0.99052,             0.67103,            0.023832,           0.0042965,            0.001064,           0.0019315,           0.0019315,           0.0019315
                 328,            0.021776,           0.0039783,           0.0017794,             0.97409,             0.96561,             0.99132,             0.67163,            0.023666,           0.0042977,            0.001063,           0.0019068,           0.0019068,           0.0019068
                 329,            0.023619,            0.004394,           0.0014632,             0.97328,             0.96632,             0.99132,             0.67474,            0.023447,           0.0043116,           0.0010552,            0.001882,            0.001882,            0.001882
                 330,            0.023348,           0.0043652,            0.001678,             0.97566,              0.9642,             0.99191,             0.66666,            0.022614,           0.0043193,           0.0010443,           0.0018572,           0.0018572,           0.0018572
                 331,            0.024908,           0.0037736,           0.0023712,             0.97552,             0.96439,             0.99111,             0.66107,            0.021761,           0.0043379,           0.0010412,           0.0018325,           0.0018325,           0.0018325
                 332,             0.02397,           0.0043288,           0.0020823,             0.97873,             0.96263,             0.99111,             0.68436,            0.020595,            0.004348,           0.0010337,           0.0018077,           0.0018077,           0.0018077
                 333,            0.022945,           0.0041712,           0.0013568,             0.97849,             0.96307,             0.99111,             0.68227,            0.019877,           0.0043466,           0.0010085,            0.001783,            0.001783,            0.001783
                 334,            0.023815,           0.0044828,           0.0014365,             0.97675,               0.973,             0.99191,             0.69778,            0.020457,           0.0043153,           0.0010066,           0.0017582,           0.0017582,           0.0017582
                 335,            0.027023,           0.0048962,           0.0023086,             0.98029,             0.97177,             0.99191,             0.68728,            0.021229,           0.0043297,           0.0010121,           0.0017335,           0.0017335,           0.0017335
                 336,            0.021158,           0.0042147,           0.0012925,             0.98072,              0.9718,             0.99191,             0.67581,            0.022281,           0.0043416,           0.0010047,           0.0017087,           0.0017087,           0.0017087
                 337,             0.02377,           0.0035632,           0.0017767,             0.97963,             0.97374,             0.99191,             0.66657,             0.02326,           0.0043153,           0.0010134,            0.001684,            0.001684,            0.001684
                 338,            0.025323,           0.0048576,           0.0025858,             0.97796,             0.97613,             0.99191,             0.65606,            0.022931,           0.0043091,            0.001014,           0.0016592,           0.0016592,           0.0016592
                 339,            0.020888,           0.0037863,           0.0017715,             0.97776,             0.97476,             0.99111,             0.64644,            0.023146,            0.004314,           0.0010141,           0.0016345,           0.0016345,           0.0016345
                 340,            0.027038,           0.0046712,           0.0021603,             0.97714,             0.97305,             0.99191,              0.6461,            0.022649,           0.0043378,            0.001007,           0.0016097,           0.0016097,           0.0016097
                 341,            0.019934,           0.0038522,           0.0013219,             0.97258,             0.97491,             0.99191,              0.6582,            0.022163,           0.0043513,           0.0009955,            0.001585,            0.001585,            0.001585
                 342,            0.022343,           0.0047525,           0.0014736,             0.97262,             0.97764,             0.99191,             0.67094,            0.021959,           0.0043272,          0.00098367,           0.0015602,           0.0015602,           0.0015602
                 343,            0.023487,           0.0036708,           0.0034397,              0.9744,             0.98214,             0.99281,             0.67041,            0.022792,           0.0042889,          0.00097583,           0.0015355,           0.0015355,           0.0015355
                 344,            0.023317,           0.0046681,           0.0014816,             0.97753,             0.98214,             0.99281,             0.69183,            0.021918,           0.0042639,          0.00097693,           0.0015107,           0.0015107,           0.0015107
                 345,            0.020822,           0.0038659,           0.0011995,             0.97802,             0.98214,             0.99281,             0.69056,            0.021788,           0.0042524,          0.00097845,            0.001486,            0.001486,            0.001486
                 346,            0.022472,           0.0043269,           0.0014018,             0.97843,             0.98103,             0.99281,             0.68745,            0.021727,           0.0042403,          0.00097473,           0.0014612,           0.0014612,           0.0014612
                 347,            0.022587,           0.0046304,           0.0016529,             0.97902,             0.97959,             0.99281,             0.68988,            0.021783,           0.0042325,          0.00097485,           0.0014365,           0.0014365,           0.0014365
                 348,            0.024581,            0.004216,            0.001673,             0.98035,             0.97849,             0.99281,             0.68158,            0.021604,            0.004242,          0.00097713,           0.0014117,           0.0014117,           0.0014117
                 349,            0.021834,           0.0045739,           0.0012215,             0.98438,               0.977,             0.99191,             0.66267,            0.022188,           0.0042571,          0.00096781,            0.001387,            0.001387,            0.001387
                 350,            0.020207,            0.004153,           0.0014325,             0.98514,             0.97265,             0.99191,             0.67599,            0.021697,           0.0042514,          0.00095992,           0.0013622,           0.0013622,           0.0013622
                 351,            0.025639,           0.0042714,           0.0012307,             0.98788,             0.96582,             0.99191,             0.66948,            0.021307,           0.0042701,          0.00094326,           0.0013375,           0.0013375,           0.0013375
                 352,            0.021918,           0.0038153,           0.0013282,             0.97185,             0.96637,             0.99191,             0.67029,            0.021393,           0.0042823,          0.00093495,           0.0013128,           0.0013128,           0.0013128
                 353,            0.024615,           0.0042305,           0.0017919,             0.97587,             0.96725,             0.99191,             0.66979,            0.021826,           0.0042822,           0.0009197,            0.001288,            0.001288,            0.001288
                 354,            0.025615,            0.004498,           0.0017391,             0.97701,             0.96813,             0.99191,              0.6645,            0.022214,           0.0042835,          0.00091386,           0.0012633,           0.0012633,           0.0012633
                 355,            0.024279,           0.0041369,           0.0017097,             0.96519,             0.97567,             0.99132,             0.67315,            0.021972,           0.0042718,          0.00091118,           0.0012385,           0.0012385,           0.0012385
                 356,            0.026473,           0.0049719,           0.0019967,             0.96146,             0.97902,             0.99168,             0.67731,             0.02145,           0.0042744,          0.00089804,           0.0012138,           0.0012138,           0.0012138
                 357,            0.020433,            0.003891,           0.0011035,             0.96158,              0.9796,             0.99078,             0.67904,            0.021005,           0.0042638,           0.0008876,            0.001189,            0.001189,            0.001189
                 358,            0.026763,           0.0046024,           0.0018442,             0.96113,             0.97353,             0.99078,             0.68327,            0.020723,           0.0042819,          0.00088332,           0.0011643,           0.0011643,           0.0011643
                 359,            0.022259,           0.0051569,           0.0017052,             0.98336,              0.9495,             0.99168,             0.66991,            0.021262,           0.0042721,          0.00089051,           0.0011395,           0.0011395,           0.0011395
                 360,             0.02584,           0.0040687,            0.003885,             0.95552,             0.97716,             0.99168,             0.67024,            0.021793,           0.0042691,          0.00088809,           0.0011148,           0.0011148,           0.0011148
                 361,            0.022668,           0.0044505,           0.0015253,             0.98528,             0.94884,             0.99028,             0.67004,            0.022431,           0.0042622,          0.00087899,             0.00109,             0.00109,             0.00109
                 362,            0.022078,           0.0047712,            0.001419,             0.97456,                0.95,             0.99028,             0.67469,            0.022763,           0.0042368,          0.00087465,           0.0010653,           0.0010653,           0.0010653
                 363,            0.022253,           0.0044166,           0.0016283,             0.96447,             0.96066,             0.98966,             0.68792,            0.022177,           0.0042214,          0.00086406,           0.0010405,           0.0010405,           0.0010405
                 364,            0.019831,            0.003557,           0.0013695,             0.96498,             0.96021,             0.98966,             0.69714,            0.021854,           0.0042341,          0.00086778,           0.0010158,           0.0010158,           0.0010158
                 365,            0.020196,           0.0037106,           0.0012913,              0.9633,              0.9611,             0.98966,             0.68337,            0.021857,           0.0042495,            0.000848,            0.000991,            0.000991,            0.000991
                 366,            0.021999,           0.0039784,           0.0011203,             0.96176,             0.96289,             0.98966,              0.6849,             0.02206,           0.0042464,           0.0008402,          0.00096625,          0.00096625,          0.00096625
                 367,             0.02133,           0.0041182,           0.0017801,             0.96162,             0.96272,             0.98903,             0.68168,            0.022081,           0.0042357,          0.00082381,           0.0009415,           0.0009415,           0.0009415
                 368,            0.021831,           0.0038414,           0.0011779,             0.96119,             0.96242,             0.98903,             0.67763,            0.022413,           0.0042254,           0.0008229,          0.00091675,          0.00091675,          0.00091675
                 369,            0.021798,           0.0040754,           0.0013589,             0.95983,              0.9631,             0.99043,             0.67721,            0.022854,           0.0042262,          0.00082297,            0.000892,            0.000892,            0.000892
                 370,             0.02109,           0.0038907,           0.0013712,             0.96332,             0.96319,             0.98953,             0.67858,            0.022747,           0.0042289,          0.00081642,          0.00086725,          0.00086725,          0.00086725
                 371,            0.025161,           0.0050117,           0.0016636,             0.96587,             0.96363,             0.99043,             0.67153,             0.02325,           0.0042348,          0.00082148,           0.0008425,           0.0008425,           0.0008425
                 372,            0.023037,            0.003917,           0.0010695,             0.96759,             0.96341,             0.99043,             0.67404,            0.022237,           0.0042092,          0.00080872,          0.00081775,          0.00081775,          0.00081775
                 373,            0.022603,           0.0045791,           0.0011952,             0.97062,             0.96228,             0.98953,              0.6807,            0.021306,           0.0041882,          0.00079954,            0.000793,            0.000793,            0.000793
                 374,            0.020524,            0.004117,           0.0015787,             0.97047,             0.96093,             0.99105,              0.6781,             0.02082,            0.004179,          0.00079752,          0.00076825,          0.00076825,          0.00076825
                 375,            0.020933,           0.0040908,           0.0011121,             0.97022,             0.96197,             0.99043,             0.68206,             0.02126,           0.0041635,          0.00078833,           0.0007435,           0.0007435,           0.0007435
                 376,            0.020754,           0.0039474,           0.0011263,             0.97241,              0.9751,             0.99162,              0.6841,            0.021467,           0.0041703,          0.00079647,          0.00071875,          0.00071875,          0.00071875
                 377,            0.021489,           0.0041995,           0.0011249,             0.97094,              0.9773,             0.99222,             0.68281,            0.021552,           0.0041846,          0.00079342,            0.000694,            0.000694,            0.000694
                 378,            0.023848,           0.0044611,           0.0015323,             0.97162,             0.97528,             0.99162,             0.67676,            0.021053,           0.0041963,           0.0007772,          0.00066925,          0.00066925,          0.00066925
                 379,            0.021663,           0.0034615,           0.0010338,             0.97098,             0.97607,             0.99162,             0.66614,             0.02077,           0.0042088,          0.00077486,           0.0006445,           0.0006445,           0.0006445
                 380,            0.021838,           0.0043673,          0.00094278,             0.97012,             0.97709,             0.99162,             0.67137,            0.020335,           0.0041949,          0.00077329,          0.00061975,          0.00061975,          0.00061975
                 381,            0.023143,           0.0045357,           0.0015033,              0.9718,             0.97764,             0.99162,             0.67159,            0.019706,           0.0041854,          0.00076561,            0.000595,            0.000595,            0.000595
                 382,            0.022206,           0.0037348,          0.00093472,             0.96706,             0.97845,             0.99162,              0.6737,            0.019764,           0.0041949,           0.0007666,          0.00057025,          0.00057025,          0.00057025
                 383,            0.020993,           0.0047092,           0.0015116,             0.96612,             0.97756,             0.99103,             0.67651,            0.019877,           0.0042007,          0.00076702,           0.0005455,           0.0005455,           0.0005455
                 384,            0.020114,            0.004048,           0.0013698,              0.9688,             0.97765,             0.99103,             0.67517,            0.019911,           0.0041921,          0.00076655,          0.00052075,          0.00052075,          0.00052075
                 385,            0.021348,           0.0038399,           0.0010429,             0.96922,             0.97815,             0.99103,             0.67741,            0.020101,            0.004196,          0.00076532,            0.000496,            0.000496,            0.000496
                 386,            0.021247,           0.0039657,          0.00096832,             0.97331,             0.97526,             0.99103,             0.67348,            0.020251,           0.0042002,          0.00075874,          0.00047125,          0.00047125,          0.00047125
                 387,            0.017452,           0.0034747,          0.00091657,              0.9721,             0.97701,             0.99162,             0.66949,            0.020518,           0.0041988,          0.00075368,           0.0004465,           0.0004465,           0.0004465
                 388,            0.019311,           0.0037462,           0.0014051,              0.9713,             0.98065,             0.99162,             0.67328,            0.021017,           0.0041827,          0.00075373,          0.00042175,          0.00042175,          0.00042175
                 389,            0.020329,           0.0045862,          0.00096547,             0.96615,             0.98178,             0.99162,             0.66783,            0.020955,           0.0041705,          0.00075587,            0.000397,            0.000397,            0.000397
                 390,            0.021808,            0.004237,          0.00099738,               0.966,             0.98214,             0.99162,             0.67183,            0.020862,           0.0041638,          0.00075595,          0.00037225,          0.00037225,          0.00037225
                 391,            0.017637,           0.0038178,          0.00079957,             0.97114,             0.97812,             0.99162,             0.67692,            0.020413,           0.0041531,          0.00075787,           0.0003475,           0.0003475,           0.0003475
                 392,            0.021532,           0.0042993,           0.0013384,             0.96937,             0.98214,             0.99162,             0.67521,             0.02016,           0.0041522,          0.00075456,          0.00032275,          0.00032275,          0.00032275
                 393,            0.020376,           0.0037427,           0.0013648,             0.97061,             0.98214,             0.99162,             0.67678,            0.020017,           0.0041608,          0.00074815,            0.000298,            0.000298,            0.000298
                 394,            0.020101,           0.0038241,          0.00078035,             0.96829,             0.98214,             0.99162,             0.66925,             0.01993,           0.0041773,          0.00073743,          0.00027325,          0.00027325,          0.00027325
                 395,            0.023269,           0.0044544,           0.0016476,             0.96899,             0.98214,             0.99162,             0.66492,            0.019773,           0.0041699,          0.00074093,           0.0002485,           0.0002485,           0.0002485
                 396,            0.021384,           0.0039701,           0.0010597,              0.9695,             0.98082,             0.99162,             0.66901,            0.019639,           0.0041623,          0.00074423,          0.00022375,          0.00022375,          0.00022375
                 397,            0.020198,            0.004587,          0.00074828,              0.9683,             0.97169,             0.99162,              0.6734,            0.019508,           0.0041643,          0.00073455,            0.000199,            0.000199,            0.000199
                 398,            0.020754,           0.0039855,           0.0012034,             0.96948,             0.97647,             0.99162,             0.68247,            0.019472,           0.0041612,           0.0007376,          0.00017425,          0.00017425,          0.00017425
                 399,            0.022225,           0.0040685,           0.0015359,             0.97307,             0.97099,             0.99162,             0.68831,            0.019463,           0.0041551,          0.00074036,           0.0001495,           0.0001495,           0.0001495
                 601,            0.025185,           0.0038865,           0.0013574,              0.7666,             0.88699,             0.89789,             0.49216,            0.045976,           0.0043472,          0.00072447,                0.01,                0.01,                0.01
                 602,            0.040296,           0.0037052,           0.0014371,             0.74347,             0.90671,             0.89024,             0.51485,             0.04164,           0.0042117,          0.00074495,           0.0040501,           0.0040501,           0.0040501
                 603,            0.034912,           0.0038265,           0.0016761,             0.77829,             0.92575,              0.8926,             0.56159,            0.038518,            0.004127,          0.00078122,           0.0040402,           0.0040402,           0.0040402
                 604,            0.035763,           0.0043206,           0.0014363,             0.98636,              0.9755,             0.99111,             0.62782,            0.029821,           0.0041247,           0.0008774,           0.0040303,           0.0040303,           0.0040303
                 605,            0.028591,           0.0039623,           0.0011199,             0.98162,             0.97989,             0.99324,               0.586,            0.029204,           0.0042364,           0.0009366,           0.0040204,           0.0040204,           0.0040204
                 606,            0.026638,           0.0037394,           0.0013195,             0.98189,             0.97735,             0.99191,             0.53133,            0.031122,            0.004302,           0.0010059,           0.0040105,           0.0040105,           0.0040105
                 607,            0.032107,           0.0041379,           0.0015372,             0.96923,             0.97237,             0.98736,             0.60353,            0.031167,           0.0042651,           0.0011681,           0.0040006,           0.0040006,           0.0040006
                 608,            0.028442,           0.0041545,           0.0015486,             0.98552,             0.97008,             0.99191,             0.57773,            0.030436,           0.0043297,           0.0012815,           0.0039907,           0.0039907,           0.0039907
                 609,            0.027077,           0.0045502,           0.0019661,             0.98064,             0.97275,             0.99281,             0.64985,             0.02714,            0.004347,           0.0014089,           0.0039808,           0.0039808,           0.0039808
                 610,             0.02515,           0.0039857,           0.0017398,             0.97524,             0.97421,             0.99262,             0.64105,            0.027903,            0.004362,            0.001671,           0.0039709,           0.0039709,           0.0039709
                 611,            0.027142,           0.0039896,            0.002399,             0.97713,             0.97627,             0.99143,             0.62573,            0.026003,           0.0043986,           0.0017377,            0.003961,            0.003961,            0.003961
                 612,            0.027758,           0.0049645,           0.0022475,             0.97564,             0.96246,             0.99149,             0.66748,            0.025631,           0.0043927,           0.0017788,           0.0039511,           0.0039511,           0.0039511
                 613,            0.024865,           0.0041487,           0.0030016,             0.97341,             0.96104,             0.99337,             0.63449,            0.026441,           0.0043998,           0.0018359,           0.0039412,           0.0039412,           0.0039412
                 614,            0.027151,           0.0045014,            0.003082,             0.97274,             0.96257,              0.9927,             0.65515,            0.026107,           0.0044375,           0.0018675,           0.0039313,           0.0039313,           0.0039313
                 615,            0.026724,           0.0044999,           0.0026276,             0.97781,             0.96511,             0.99337,             0.62011,            0.028572,            0.004421,           0.0018602,           0.0039214,           0.0039214,           0.0039214
                 616,            0.027944,           0.0043764,           0.0025257,             0.97998,             0.97075,             0.99337,             0.62626,            0.026863,            0.004437,           0.0018657,           0.0039115,           0.0039115,           0.0039115
                 617,            0.026054,           0.0040408,           0.0032137,              0.9687,             0.96871,             0.99207,             0.64864,             0.02827,           0.0043072,           0.0019367,           0.0039016,           0.0039016,           0.0039016
                 618,            0.027333,           0.0042296,           0.0023485,             0.98094,              0.9722,             0.99281,             0.59419,            0.027403,            0.004399,           0.0019476,           0.0038917,           0.0038917,           0.0038917
                 619,            0.027321,           0.0040498,            0.002649,             0.98238,             0.96717,             0.99222,             0.66308,            0.028393,           0.0042878,           0.0019458,           0.0038818,           0.0038818,           0.0038818
                 620,            0.028016,           0.0045406,           0.0021693,             0.97082,             0.96169,             0.98878,             0.57569,             0.02615,           0.0044202,           0.0018781,           0.0038719,           0.0038719,           0.0038719
                 621,            0.026788,           0.0043663,           0.0029062,             0.98151,             0.96011,              0.9922,             0.57517,             0.02932,           0.0043334,           0.0018282,            0.003862,            0.003862,            0.003862
                 622,              0.0254,           0.0045824,           0.0019549,             0.98344,             0.96052,              0.9927,             0.60273,             0.02761,           0.0043249,           0.0017864,           0.0038521,           0.0038521,           0.0038521
                 623,            0.024579,           0.0042765,           0.0019982,             0.98575,             0.96312,              0.9922,             0.64044,            0.025168,            0.004344,           0.0017643,           0.0038422,           0.0038422,           0.0038422
                 624,            0.031217,           0.0050906,           0.0026623,             0.98898,             0.96833,             0.99324,             0.66413,            0.024189,           0.0043874,           0.0017307,           0.0038323,           0.0038323,           0.0038323
                 625,            0.026775,           0.0044636,           0.0024728,             0.98811,             0.98214,             0.99383,             0.65906,            0.023999,           0.0043901,           0.0017021,           0.0038224,           0.0038224,           0.0038224
                 626,             0.02543,           0.0048204,            0.002289,             0.98537,             0.98099,             0.99383,             0.65355,            0.024528,           0.0044995,           0.0016228,           0.0038125,           0.0038125,           0.0038125
                 627,            0.024937,           0.0044988,            0.001861,             0.98421,             0.97773,             0.99191,             0.64007,            0.024831,           0.0044917,           0.0016086,           0.0038026,           0.0038026,           0.0038026
                 628,            0.026858,           0.0048206,            0.002313,             0.98387,             0.97733,             0.99191,             0.66313,            0.024767,           0.0044207,           0.0016124,           0.0037927,           0.0037927,           0.0037927
                 629,            0.029993,           0.0048036,           0.0021746,             0.97994,             0.98207,             0.99052,             0.66117,            0.024209,           0.0044304,           0.0015914,           0.0037828,           0.0037828,           0.0037828
                 630,            0.022808,           0.0042233,           0.0020386,             0.97874,             0.98203,             0.99052,              0.6603,            0.025353,           0.0044212,           0.0016007,           0.0037729,           0.0037729,           0.0037729
                 631,            0.026935,            0.004035,           0.0022481,              0.9757,             0.98214,              0.9898,             0.57402,            0.025169,           0.0045449,            0.001555,            0.003763,            0.003763,            0.003763
                 632,            0.024351,           0.0046658,           0.0026801,             0.97414,             0.97939,              0.9898,             0.60123,            0.024632,           0.0044841,           0.0015263,           0.0037531,           0.0037531,           0.0037531
                 633,            0.026361,             0.00425,           0.0019307,             0.97434,             0.97775,             0.99052,              0.6266,            0.029303,           0.0043271,            0.001491,           0.0037432,           0.0037432,           0.0037432
                 634,            0.025773,           0.0042137,           0.0020773,             0.96246,             0.96781,             0.97767,             0.63661,            0.027104,            0.004342,           0.0014473,           0.0037333,           0.0037333,           0.0037333
                 635,            0.027051,           0.0054605,           0.0017922,              0.9637,             0.97173,              0.9789,             0.63431,             0.02589,           0.0043395,           0.0014306,           0.0037234,           0.0037234,           0.0037234
                 636,            0.027987,           0.0050948,            0.001678,             0.97884,             0.97822,             0.99222,             0.66853,            0.026671,           0.0042974,           0.0013797,           0.0037135,           0.0037135,           0.0037135
                 637,            0.027956,           0.0039938,           0.0017316,             0.98107,             0.96964,             0.99222,             0.58225,             0.02909,           0.0043648,           0.0013552,           0.0037036,           0.0037036,           0.0037036
                 638,            0.022467,           0.0034878,           0.0016445,             0.98085,             0.96964,             0.99132,             0.63091,            0.027904,           0.0043242,           0.0013139,           0.0036937,           0.0036937,           0.0036937
                 639,            0.027504,           0.0049984,           0.0017814,             0.98386,             0.96565,              0.9927,             0.65007,            0.025589,           0.0043591,           0.0012936,           0.0036838,           0.0036838,           0.0036838
                 640,            0.023714,           0.0045562,           0.0015697,             0.98234,             0.96765,             0.99324,             0.61717,            0.025287,           0.0043818,           0.0012738,           0.0036739,           0.0036739,           0.0036739
                 641,            0.032425,            0.005364,           0.0020752,             0.98467,             0.96964,             0.99222,             0.62645,            0.025498,           0.0043439,           0.0012589,            0.003664,            0.003664,            0.003664
                 642,            0.024381,           0.0041081,           0.0017295,             0.98384,             0.96507,             0.99222,             0.62614,            0.026414,           0.0044027,           0.0012584,           0.0036541,           0.0036541,           0.0036541
                 643,            0.026984,           0.0050023,           0.0016469,               0.984,             0.96643,             0.99222,             0.61849,            0.024986,           0.0044111,           0.0012546,           0.0036442,           0.0036442,           0.0036442
                 644,             0.02639,           0.0048206,           0.0020791,              0.9855,             0.96631,             0.99222,             0.65217,            0.023847,           0.0043199,           0.0012323,           0.0036343,           0.0036343,           0.0036343
                 645,            0.022834,           0.0048251,           0.0016182,              0.9835,             0.96516,             0.99222,             0.64335,            0.023664,           0.0043123,           0.0012189,           0.0036244,           0.0036244,           0.0036244
                 646,            0.021531,            0.004646,           0.0015013,             0.97227,             0.95508,             0.97887,             0.63396,            0.025296,           0.0042886,           0.0012171,           0.0036145,           0.0036145,           0.0036145
                 647,            0.020486,           0.0035864,           0.0014613,             0.98265,             0.96534,             0.99222,             0.64374,            0.026037,           0.0042369,           0.0012035,           0.0036046,           0.0036046,           0.0036046
                 648,            0.024345,           0.0042006,           0.0017421,             0.98594,             0.96964,             0.99222,             0.61642,            0.027594,           0.0042068,           0.0011839,           0.0035947,           0.0035947,           0.0035947
                 649,            0.026886,           0.0040065,           0.0019627,             0.98548,             0.96964,             0.99222,             0.66383,            0.027399,            0.004176,           0.0011579,           0.0035848,           0.0035848,           0.0035848
                 650,            0.027697,            0.004365,           0.0014854,             0.98347,             0.96964,             0.99324,             0.65006,            0.025307,           0.0041681,           0.0011445,           0.0035749,           0.0035749,           0.0035749
                 651,            0.023478,           0.0040382,           0.0012879,             0.98058,             0.96964,              0.9927,             0.65534,            0.025673,           0.0041635,           0.0011286,            0.003565,            0.003565,            0.003565
                 652,            0.025818,           0.0039008,            0.001966,             0.97853,             0.97627,             0.99386,              0.6399,            0.025726,           0.0041306,           0.0011017,           0.0035551,           0.0035551,           0.0035551
                 653,            0.025072,           0.0035768,           0.0020197,             0.97442,             0.97803,             0.99386,             0.62468,            0.026174,            0.004141,           0.0010801,           0.0035452,           0.0035452,           0.0035452
                 654,            0.024222,           0.0045393,           0.0014332,             0.97519,             0.97904,              0.9944,             0.66666,            0.025503,            0.004149,           0.0010736,           0.0035353,           0.0035353,           0.0035353
                 655,             0.02705,           0.0041826,           0.0019769,              0.9859,             0.97769,               0.995,             0.64107,            0.025823,           0.0041999,           0.0010808,           0.0035254,           0.0035254,           0.0035254
                 656,            0.024897,           0.0036179,           0.0015764,             0.98571,             0.98346,               0.995,             0.63909,            0.026141,           0.0042249,           0.0010995,           0.0035155,           0.0035155,           0.0035155
                 657,            0.026739,           0.0042521,           0.0018337,             0.98095,              0.9879,               0.995,             0.66203,            0.025095,           0.0041724,            0.001111,           0.0035056,           0.0035056,           0.0035056
                 658,            0.023744,           0.0042156,            0.001553,             0.98333,             0.98947,               0.995,             0.66358,             0.02443,           0.0041715,           0.0011466,           0.0034957,           0.0034957,           0.0034957
                 659,            0.024577,           0.0036898,           0.0018414,             0.98759,             0.99078,               0.995,             0.66875,            0.023895,           0.0042093,           0.0011723,           0.0034858,           0.0034858,           0.0034858
                 660,             0.02331,            0.004289,           0.0014961,             0.98848,             0.99009,               0.995,             0.66533,            0.023465,           0.0041844,           0.0012003,           0.0034759,           0.0034759,           0.0034759
                 661,            0.026698,           0.0041977,           0.0015682,             0.96618,             0.97975,             0.99175,             0.63843,             0.02218,           0.0042622,           0.0011817,            0.003466,            0.003466,            0.003466
                 662,            0.023097,           0.0039444,           0.0017339,             0.97386,             0.98992,               0.995,              0.6793,            0.022634,           0.0042057,           0.0011554,           0.0034561,           0.0034561,           0.0034561
                 663,            0.025435,            0.004328,           0.0021323,             0.97291,             0.99274,               0.995,             0.69253,            0.022864,           0.0041861,           0.0011446,           0.0034462,           0.0034462,           0.0034462
                 664,             0.02293,           0.0037085,           0.0012304,              0.9732,             0.99299,               0.995,             0.68395,            0.023488,           0.0041803,           0.0011098,           0.0034363,           0.0034363,           0.0034363
                 665,            0.025425,           0.0045565,           0.0016851,             0.97117,             0.99423,               0.995,             0.64743,             0.02374,           0.0042416,           0.0010854,           0.0034264,           0.0034264,           0.0034264
                 666,            0.022457,           0.0037855,           0.0015483,             0.97199,             0.99277,               0.995,             0.68071,            0.024767,           0.0042696,           0.0010761,           0.0034165,           0.0034165,           0.0034165
                 667,            0.022565,           0.0036155,           0.0013523,             0.97107,             0.99306,               0.995,             0.66938,            0.024144,           0.0042177,           0.0010711,           0.0034066,           0.0034066,           0.0034066
                 668,            0.024427,           0.0042385,           0.0014364,             0.97266,             0.99038,               0.995,             0.71283,            0.023022,           0.0041667,           0.0010563,           0.0033967,           0.0033967,           0.0033967
                 669,            0.023008,           0.0040849,            0.001157,              0.9847,             0.98877,               0.995,              0.5774,            0.025145,           0.0041961,           0.0010559,           0.0033868,           0.0033868,           0.0033868
                 670,            0.025024,           0.0040102,           0.0022505,             0.98869,             0.98536,               0.995,             0.62375,            0.023224,           0.0040967,           0.0010488,           0.0033769,           0.0033769,           0.0033769
